Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Status
AA,08/17/2023,884,N654AW,DFW,17:09,17:01,-8
AA,08/17/2023,1402,N832AW,CLT,18:02,17:58,-4
AA,08/17/2023,2418,N804AW,CLT,06:50,06:47,-3
AA,08/17/2024,569,N125UW,DFW,16:34,18:10,96
AA,08/17/2024,1001,N825AW,CLT,19:43,19:53,10
AA,08/18/2022,764,N704US,CLT,14:23,14:14,-9
AA,08/18/2022,2988,N9010R,CLT,07:08,07:05,-3
AA,08/18/2023,364,N840AW,CLT,14:37,14:54,17
AA,08/18/2023,774,N747UW,CLT,05:31,05:20,-11
AA,08/18/2023,884,N109UW,DFW,17:09,17:31,22
AA,08/18/2023,1402,N805AW,CLT,18:02,18:21,19
AA,08/18/2023,2418,N840AW,CLT,06:50,06:45,-5
AA,08/18/2024,569,N123UW,DFW,16:34,16:55,21
AA,08/18/2024,1001,N702UW,CLT,19:43,20:17,34
AA,08/19/2022,764,N762US,CLT,14:23,14:16,-7
AA,08/19/2022,2988,N9021H,CLT,07:08,07:08,0
AA,08/19/2023,364,N749US,CLT,14:37,14:45,8
AA,08/19/2023,774,N752US,CLT,05:31,05:28,-3
AA,08/19/2023,884,N669AW,DFW,17:09,16:59,-10
AA,08/19/2023,1402,N749US,CLT,18:02,17:58,-4
AA,08/19/2023,2418,N127UW,CLT,06:50,06:44,-6
AA,08/19/2024,569,N110UW,DFW,16:34,16:35,1
AA,08/19/2024,1001,N704US,CLT,19:43,20:56,73
AA,08/20/2022,764,N833AW,CLT,14:23,15:01,38
AA,08/20/2022,2988,N12028,CLT,07:08,07:07,-1
AA,08/20/2023,364,N711UW,CLT,14:37,14:39,2
AA,08/20/2023,774,N826AW,CLT,05:31,05:25,-6
AA,08/20/2023,884,N126UW,DFW,17:09,19:00,111
AA,08/20/2023,1402,N711UW,CLT,18:02,17:55,-7
AA,08/20/2023,2418,N749US,CLT,06:50,06:49,-1
AA,08/20/2024,569,N664AW,DFW,16:34,16:32,-2
AA,08/20/2024,1001,N768US,CLT,19:43,19:35,-8
AA,08/21/2022,764,N713UW,CLT,14:23,14:18,-5
AA,08/21/2022,2988,N9012,CLT,07:08,07:17,9
AA,08/21/2023,364,N710UW,CLT,14:37,14:55,18
AA,08/21/2023,774,N721UW,CLT,05:31,05:29,-2
AA,08/21/2023,884,N117UW,DFW,17:09,17:15,6
AA,08/21/2023,1402,N710UW,CLT,18:02,18:13,11
AA,08/21/2023,2418,N710UW,CLT,06:50,06:52,2
AA,08/21/2024,569,N110UW,DFW,16:34,16:44,10
AA,08/21/2024,1001,N702UW,CLT,19:43,19:27,-16
AA,08/22/2022,764,N713UW,CLT,14:23,14:30,7
AA,08/22/2022,2988,N807AW,CLT,07:08,07:04,-4
AA,08/22/2023,364,N814AW,CLT,14:37,16:19,102
AA,08/22/2023,774,N721UW,CLT,05:31,05:54,23
AA,08/22/2023,884,N663AW,DFW,17:09,17:13,4
AA,08/22/2023,1402,N749US,CLT,18:02,17:53,-9
AA,08/22/2023,2418,N711UW,CLT,06:50,06:56,6
AA,08/22/2024,569,N659AW,DFW,16:34,16:26,-8
AA,08/22/2024,1001,N704US,CLT,19:43,19:36,-7
AA,08/23/2022,764,N732US,CLT,14:23,14:16,-7
AA,08/23/2022,2988,N807AW,CLT,07:08,07:09,1
AA,08/23/2023,364,N9006,CLT,14:37,14:34,-3
AA,08/23/2023,774,N832AW,CLT,05:31,05:22,-9
AA,08/23/2023,884,N109UW,DFW,17:09,17:24,15
AA,08/23/2023,1402,N805AW,CLT,18:02,18:14,12
AA,08/23/2023,2418,N733UW,CLT,06:50,07:35,45
AA,08/23/2024,569,N122US,DFW,16:34,16:45,11
AA,08/23/2024,1001,N601AW,CLT,19:43,19:38,-5
AA,08/24/2022,764,N757UW,CLT,14:23,14:19,-4
AA,08/24/2022,2988,N9013A,CLT,07:08,07:04,-4
AA,08/24/2023,364,N805AW,CLT,14:37,14:59,22
AA,08/24/2023,774,N762US,CLT,05:31,05:25,-6
AA,08/24/2023,884,N673AW,DFW,17:09,16:57,-12
AA,08/24/2023,1402,N733UW,CLT,18:02,17:54,-8
AA,08/24/2023,2418,N805AW,CLT,06:50,06:43,-7
AA,08/24/2024,569,N105UW,DFW,16:34,16:25,-9
AA,08/24/2024,1001,N737US,CLT,19:43,19:39,-4
AA,08/25/2022,764,N732US,CLT,14:23,14:20,-3
AA,08/25/2022,2988,N9002U,CLT,07:08,07:03,-5
AA,08/25/2023,364,N741UW,CLT,14:37,15:43,66
AA,08/25/2023,774,N741UW,CLT,05:31,05:24,-7
AA,08/25/2023,884,N109UW,DFW,17:09,18:43,94
AA,08/25/2023,1402,N805AW,CLT,18:02,17:49,-13
AA,08/25/2023,2418,N733UW,CLT,06:50,06:46,-4
AA,08/25/2024,569,N110UW,DFW,16:34,16:49,15
AA,08/25/2024,1001,N825AW,CLT,19:43,19:37,-6
AA,08/26/2022,764,N752US,CLT,14:23,14:15,-8
AA,08/26/2022,2988,N820AW,CLT,07:08,07:06,-2
AA,08/26/2023,364,N824AW,CLT,14:37,14:45,8
AA,08/26/2023,774,N701UW,CLT,05:31,05:22,-9
AA,08/26/2023,884,N117UW,DFW,17:09,17:08,-1
AA,08/26/2023,1402,N824AW,CLT,18:02,17:52,-10
AA,08/26/2023,2418,N708UW,CLT,06:50,09:20,150
AA,08/26/2024,569,N656AW,DFW,16:34,00:00,0
AA,08/26/2024,1001,N813AW,CLT,19:43,20:31,48
AA,08/27/2022,764,N717UW,CLT,14:23,14:11,-12
AA,08/27/2022,2988,N804AW,CLT,07:08,00:00,0
AA,08/27/2023,364,N831AW,CLT,14:37,15:54,77
AA,08/27/2023,774,N741UW,CLT,05:31,06:40,69
AA,08/27/2023,884,N102UW,DFW,17:09,17:13,4
AA,08/27/2023,1402,N831AW,CLT,18:02,20:22,140
AA,08/27/2023,2418,N824AW,CLT,06:50,07:52,62
AA,08/27/2024,569,N126UW,DFW,16:34,16:37,3
AA,08/28/2022,764,N745VJ,CLT,14:23,14:16,-7
AA,08/28/2022,2988,N804AW,CLT,07:08,07:14,6
AA,08/28/2023,364,N741UW,CLT,14:37,15:06,29
AA,08/28/2023,774,N741UW,CLT,05:31,06:20,49
AA,08/28/2023,884,N9013A,DFW,17:09,17:31,22
AA,08/28/2023,1402,N741UW,CLT,18:02,19:07,65
AA,08/28/2023,2418,N741UW,CLT,06:50,00:00,0
AA,08/28/2024,569,N105UW,DFW,16:34,16:38,4
AA,08/29/2022,764,N708UW,CLT,14:23,14:21,-2
AA,08/29/2022,2988,N737US,CLT,07:08,07:03,-5
AA,08/29/2023,364,N805AW,CLT,14:37,14:44,7
AA,08/29/2023,774,N831AW,CLT,05:31,05:22,-9
AA,08/29/2023,884,N121UW,DFW,17:09,17:08,-1
AA,08/29/2023,1402,N127UW,CLT,18:02,20:39,157
AA,08/29/2023,2418,N9006,CLT,06:50,06:46,-4
AA,08/29/2024,569,N102UW,DFW,16:34,16:26,-8
AA,08/29/2024,1001,N832AW,CLT,19:43,19:33,-10
AA,08/30/2022,764,N814AW,CLT,14:23,14:14,-9
AA,08/30/2022,2988,N8030F,CLT,07:08,07:02,-6
AA,08/30/2023,364,N744P,CLT,14:37,14:47,10
AA,08/30/2023,774,N733UW,CLT,05:31,05:22,-9
AA,08/30/2023,884,N669AW,DFW,17:09,17:18,9
AA,08/30/2023,1402,N773XF,CLT,18:02,18:04,2
AA,08/30/2023,2418,N9017P,CLT,06:50,06:47,-3
AA,08/30/2024,569,N601AW,DFW,16:34,19:18,164
AA,08/30/2024,1001,N774XF,CLT,19:43,13:36,1073
AA,08/31/2022,764,N825AW,CLT,14:23,14:17,-6
AA,08/31/2022,2988,N824AW,CLT,07:08,07:05,-3
AA,08/31/2023,364,N107US,CLT,14:37,14:28,-9
AA,08/31/2023,774,N716UW,CLT,05:31,05:25,-6
AA,08/31/2023,884,N649AW,DFW,17:09,17:02,-7
AA,08/31/2023,1402,N8001N,CLT,18:02,17:51,-11
AA,08/31/2023,2418,N753US,CLT,06:50,06:50,0
AA,08/31/2024,569,N137AA,DFW,16:34,20:58,264
AA,09-01-2022,764,N829AW,CLT,14:23,14:21,-2
AA,09-01-2022,2988,N9013A,CLT,07:08,07:00,-8
AA,09-01-2023,364,N716UW,CLT,14:37,15:02,25
AA,09-01-2023,774,N732US,CLT,05:31,05:22,-9
AA,09-01-2023,884,N662AW,DFW,17:09,17:07,-2
AA,09-01-2023,1402,N756US,CLT,18:02,18:03,1
AA,09-01-2023,2418,N746UW,CLT,06:50,06:44,-6
AA,09-02-2022,764,N724UW,CLT,14:23,15:11,48
AA,09-02-2022,2988,N9023N,CLT,07:08,07:07,-1
AA,09-02-2023,364,N9017P,CLT,14:37,15:22,45
AA,09-02-2023,774,N822AW,CLT,05:31,05:24,-7
AA,09-02-2023,884,N664AW,DFW,14:39,14:32,-7
AA,09-02-2023,2418,N703UW,CLT,06:50,19:12,742
AA,09-03-2022,764,N710UW,CLT,14:23,14:26,3
AA,09-03-2022,2988,N9010R,CLT,07:08,07:07,-1
AA,09-03-2023,364,N822AW,CLT,14:37,15:16,39
AA,09-03-2023,884,N122US,DFW,14:39,15:06,27
AA,09-03-2023,2138,N716UW,CLT,08:56,08:47,-9
AA,09-03-2023,2160,N822AW,CLT,11:12,11:04,-8
AA,09-04-2022,764,N745VJ,CLT,14:23,14:14,-9
AA,09-04-2023,364,N830AW,CLT,14:37,14:47,10
AA,09-04-2023,884,N668AW,DFW,17:09,17:14,5
AA,09-04-2023,1402,N708UW,CLT,18:02,18:29,27
AA,09-04-2023,2138,N702UW,CLT,08:56,09:01,5
AA,09-04-2023,2418,N745VJ,CLT,06:50,06:52,2
AA,09-05-2022,764,N710UW,CLT,14:23,14:17,-6
AA,09-05-2022,2988,N724UW,CLT,07:08,07:12,4
AA,09-05-2023,364,N708UW,CLT,14:37,14:47,10
AA,09-05-2023,774,N721UW,CLT,05:31,05:25,-6
AA,09-05-2023,884,N107US,DFW,17:09,17:05,-4
AA,09-05-2023,2418,N663AW,CLT,06:50,06:48,-2
AA,09-06-2022,764,N704US,CLT,14:23,14:20,-3
AA,09-06-2022,2988,N8030F,CLT,07:08,07:06,-2
AA,09-06-2023,364,N103US,CLT,14:46,15:00,14
AA,09-06-2023,462,N124US,DFW,17:06,17:02,-4
AA,09-06-2023,2055,N721UW,CLT,07:00,06:53,-7
AA,09-06-2023,2059,N708UW,CLT,18:16,18:08,-8
AA,09-06-2023,2062,N827AW,CLT,08:57,10:56,119
AA,09-07-2022,463,N752US,CLT,14:00,13:55,-5
AA,09-07-2022,2988,N8027D,CLT,07:00,06:59,-1
AA,09-07-2023,364,N12028,CLT,14:44,14:35,-9
AA,09-07-2023,462,N665AW,DFW,17:06,16:58,-8
AA,09-07-2023,2059,N772XF,CLT,18:16,18:34,18
AA,09-07-2023,2418,N764US,CLT,07:00,06:54,-6
AA,09-08-2022,463,N724UW,CLT,14:00,14:01,1
AA,09-08-2022,2988,N763US,CLT,07:00,07:17,17
AA,09-08-2023,364,N4032T,CLT,14:44,14:55,11
AA,09-08-2023,462,N118US,DFW,17:06,17:30,24
AA,09-08-2023,2059,N773XF,CLT,18:16,18:20,4
AA,09-08-2023,2418,N764US,CLT,07:00,06:53,-7
AA,09-09-2022,463,N701UW,CLT,14:00,14:21,21
AA,09-09-2022,2988,N8030F,CLT,07:00,06:56,-4
AA,09-09-2023,364,N655AW,CLT,14:36,15:14,38
AA,09-09-2023,462,N766US,DFW,17:06,16:53,-13
AA,09-09-2023,2059,N775XF,CLT,18:16,18:46,30
AA,09-09-2023,2418,N744P,CLT,07:00,06:51,-9
AA,09-10-2022,463,N724UW,CLT,14:00,13:58,-2
AA,09-10-2022,2988,N5007E,CLT,07:00,06:54,-6
AA,09-10-2023,364,N8027D,CLT,14:44,14:45,1
AA,09-10-2023,462,N657AW,DFW,17:06,17:01,-5
AA,09-10-2023,2059,N708UW,CLT,18:16,18:43,27
AA,09-10-2023,2418,N704US,CLT,07:00,07:00,0
AA,09-11-2022,463,N725UW,CLT,14:00,14:02,2
AA,09-11-2022,2988,N8030F,CLT,07:00,07:07,7
AA,09-11-2023,364,N9008U,CLT,14:44,14:49,5
AA,09-11-2023,462,N9013A,DFW,17:06,17:57,51
AA,09-11-2023,2059,N750UW,CLT,18:16,18:48,32
AA,09-11-2023,2418,N762US,CLT,07:00,06:58,-2
AA,09-12-2022,463,N713UW,CLT,14:00,14:00,0
AA,09-12-2022,2988,N4032T,CLT,07:00,06:56,-4
AA,09-12-2023,364,N121UW,CLT,14:46,15:39,53
AA,09-12-2023,462,N128UW,DFW,17:06,16:58,-8
AA,09-12-2023,2059,N742PS,CLT,18:16,18:46,30
AA,09-12-2023,2418,N773XF,CLT,07:00,07:00,0
AA,09/13/2022,463,N712US,CLT,14:00,13:57,-3
AA,09/13/2022,2988,N9016,CLT,07:00,07:03,3
AA,09/13/2023,364,N105UW,CLT,14:46,14:41,-5
AA,09/13/2023,462,N651AW,DFW,17:06,19:31,145
AA,09/13/2023,2059,N812AW,CLT,18:16,18:37,21
AA,09/13/2023,2418,N830AW,CLT,07:00,06:56,-4
AA,09/14/2022,463,N705UW,CLT,14:00,14:00,0
AA,09/14/2022,2988,N8001N,CLT,07:00,06:58,-2
AA,09/14/2023,364,N9025B,CLT,14:44,14:39,-5
AA,09/14/2023,462,N649AW,DFW,17:06,18:01,55
AA,09/14/2023,2059,N830AW,CLT,18:16,18:45,29
AA,09/14/2023,2418,N748UW,CLT,07:00,06:57,-3
AA,09/15/2022,463,N712US,CLT,14:00,14:01,1
AA,09/15/2022,2988,N12028,CLT,07:00,06:57,-3
AA,09/15/2023,364,N9025B,CLT,14:44,15:00,16
AA,09/15/2023,462,N657AW,DFW,17:06,16:54,-12
AA,09/15/2023,2059,N9021H,CLT,18:16,18:07,-9
AA,09/15/2023,2418,N830AW,CLT,07:00,06:55,-5
AA,09/16/2022,463,N817AW,CLT,14:00,13:59,-1
AA,09/16/2022,2988,N838AW,CLT,07:00,06:55,-5
AA,09/16/2023,364,N654AW,CLT,14:36,14:28,-8
AA,09/16/2023,462,N830AW,DFW,17:06,21:48,282
AA,09/16/2023,2059,N773XF,CLT,18:16,18:03,-13
AA,09/16/2023,2418,N773XF,CLT,07:00,06:58,-2
AA,09/17/2022,463,N771XF,CLT,14:00,13:50,-10
AA,09/17/2022,2988,N9002U,CLT,07:00,06:57,-3
AA,09/17/2023,364,N9025B,CLT,14:44,14:58,14
AA,09/17/2023,462,N673AW,DFW,17:06,23:43,397
AA,09/17/2023,2059,N814AW,CLT,18:16,19:14,58
AA,09/17/2023,2418,N715UW,CLT,07:00,09:37,157
AA,09/18/2022,463,N12028,CLT,14:00,14:30,30
AA,09/18/2022,2988,N710UW,CLT,07:00,09:00,120
AA,09/18/2023,364,N9006,CLT,14:44,14:40,-4
AA,09/18/2023,462,N657AW,DFW,17:06,18:30,84
AA,09/18/2023,2059,N733UW,CLT,18:16,20:17,121
AA,09/18/2023,2418,N662AW,CLT,07:00,06:52,-8
AA,09/19/2022,463,N705UW,CLT,14:00,13:57,-3
AA,09/19/2022,2988,N4005X,CLT,07:00,07:00,0
AA,09/19/2023,364,N652AW,CLT,14:46,14:39,-7
AA,09/19/2023,462,N654AW,DFW,17:06,17:02,-4
AA,09/19/2023,2059,N715UW,CLT,18:16,18:11,-5
AA,09/19/2023,2418,N716UW,CLT,07:00,07:10,10
AA,09/20/2022,463,N733UW,CLT,14:00,14:09,9
AA,09/20/2022,2988,N9025B,CLT,07:00,06:54,-6
AA,09/20/2023,364,N822AW,CLT,14:46,14:44,-2
AA,09/20/2023,462,N9025B,DFW,17:06,19:39,153
AA,09/20/2023,2059,N817AW,CLT,18:16,18:14,-2
AA,09/20/2023,2418,N705UW,CLT,07:00,07:06,6
AA,09/21/2022,463,N733UW,CLT,14:00,13:55,-5
AA,09/21/2022,2988,N721UW,CLT,07:00,06:55,-5
AA,09/21/2023,364,N9004F,CLT,14:44,14:49,5
AA,09/21/2023,462,N665AW,DFW,17:06,18:38,92
AA,09/21/2023,2059,N760US,CLT,18:16,18:17,1
AA,09/21/2023,2418,N776XF,CLT,07:00,07:04,4
AA,09/22/2022,463,N733UW,CLT,14:00,13:58,-2
AA,09/22/2022,2988,N9010R,CLT,07:00,07:00,0
AA,09/22/2023,364,N9004F,CLT,14:44,14:41,-3
AA,09/22/2023,462,N9011P,DFW,17:06,16:27,1401
AA,09/22/2023,2059,N774XF,CLT,18:16,18:30,14
AA,09/22/2023,2418,N821AW,CLT,07:00,07:06,6
AA,09/23/2022,463,N70020,CLT,14:00,14:00,0
AA,09/23/2022,2988,N8027D,CLT,07:00,06:52,-8
AA,09/23/2023,364,N662AW,CLT,14:36,14:29,-7
AA,09/23/2023,462,N665AW,DFW,17:06,17:20,14
AA,09/23/2023,2059,N830AW,CLT,18:16,18:05,-11
AA,09/23/2023,2418,N747UW,CLT,07:00,07:06,6
AA,09/24/2022,463,N742PS,CLT,14:00,14:31,31
AA,09/24/2022,2988,N738US,CLT,07:00,06:56,-4
AA,09/24/2023,364,N9017P,CLT,14:44,14:48,4
AA,09/24/2023,462,N647AW,DFW,17:06,17:06,0
AA,09/24/2023,2059,N733UW,CLT,18:16,18:15,-1
AA,09/24/2023,2418,N752US,CLT,07:00,06:57,-3
AA,09/25/2022,463,N817AW,CLT,14:22,14:13,-9
AA,09/25/2022,2988,N8027D,CLT,07:00,06:59,-1
AA,09/25/2023,364,N9017P,CLT,14:44,14:42,-2
AA,09/25/2023,462,N103US,DFW,17:06,17:11,5
AA,09/25/2023,2059,N9006,CLT,18:16,18:08,-8
AA,09/25/2023,2418,N830AW,CLT,07:00,07:12,12
AA,09/26/2022,463,N778XF,CLT,14:22,14:16,-6
AA,09/26/2022,2988,N9018E,CLT,07:00,06:59,-1
AA,09/26/2023,364,N126UW,CLT,14:46,14:58,12
AA,09/26/2023,462,N673AW,DFW,17:06,16:58,-8
AA,09/26/2023,2059,N827AW,CLT,18:16,18:11,-5
AA,09/26/2023,2418,N764US,CLT,07:00,07:07,7
AA,09/27/2022,463,N778XF,CLT,14:22,14:16,-6
AA,09/27/2022,2988,N9016,CLT,07:00,07:00,0
AA,09/27/2023,364,N647AW,CLT,14:46,15:33,47
AA,09/27/2023,462,N604AW,DFW,17:06,19:17,131
AA,09/27/2023,2059,N716UW,CLT,18:16,18:52,36
AA,09/27/2023,2418,N9021H,CLT,07:00,06:52,-8
AA,09/28/2022,463,N837AW,CLT,14:22,14:21,-1
AA,09/28/2022,2988,N70020,CLT,07:00,06:58,-2
AA,09/28/2023,364,N8001N,CLT,14:44,15:07,23
AA,09/28/2023,462,N649AW,DFW,17:06,17:01,-5
AA,09/28/2023,2059,N775XF,CLT,18:16,18:48,32
AA,09/28/2023,2418,N750UW,CLT,07:00,07:42,42
AA,09/29/2022,463,N702UW,CLT,14:22,14:21,-1
AA,09/29/2022,2988,N9013A,CLT,07:00,07:02,2
AA,09/29/2023,364,N8001N,CLT,14:44,14:43,-1
AA,09/29/2023,462,N653AW,DFW,17:06,19:06,120
AA,09/29/2023,2059,N778XF,CLT,18:16,18:06,-10
AA,09/29/2023,2418,N740UW,CLT,07:00,06:55,-5
AA,09/30/2022,463,N837AW,CLT,14:22,14:47,25
AA,09/30/2022,2988,N9002U,CLT,07:00,06:59,-1
AA,09/30/2023,364,N109UW,CLT,14:36,14:30,-6
AA,09/30/2023,462,N651AW,DFW,17:06,18:14,68
AA,09/30/2023,2059,N773XF,CLT,18:16,19:04,48
AA,09/30/2023,2418,N776XF,CLT,07:00,07:06,6
AA,10-01-2022,463,N822AW,CLT,14:22,14:19,-3
AA,10-01-2022,2988,N837AW,CLT,07:00,09:08,128
AA,10-01-2023,364,N9016,CLT,14:44,14:48,4
AA,10-01-2023,462,N658AW,DFW,17:06,17:07,1
AA,10-01-2023,2059,N704US,CLT,18:16,18:12,-4
AA,10-01-2023,2418,N756US,CLT,07:00,07:01,1
AA,10-02-2022,463,N825AW,CLT,14:22,14:17,-5
AA,10-02-2022,2988,N9008U,CLT,07:00,06:59,-1
AA,10-02-2023,364,N12028,CLT,14:44,14:49,5
AA,10-02-2023,462,N673AW,DFW,17:06,17:03,-3
AA,10-02-2023,2059,N4032T,CLT,18:16,18:27,11
AA,10-02-2023,2418,N746UW,CLT,07:00,06:54,-6
AA,10-03-2022,463,N804AW,CLT,14:22,14:22,0
AA,10-03-2022,2988,N9011P,CLT,07:00,06:58,-2
AA,10-03-2023,364,N733UW,CLT,14:46,14:40,-6
AA,10-03-2023,462,N125UW,DFW,17:06,16:58,-8
AA,10-03-2023,2059,N702UW,CLT,18:16,18:07,-9
AA,10-03-2023,2418,N758US,CLT,07:00,07:02,2
AA,10-04-2022,463,N815AW,CLT,14:22,14:22,0
AA,10-04-2022,2988,N9029F,CLT,07:00,06:58,-2
AA,10-04-2023,364,N703UW,CLT,14:46,14:41,-5
AA,10-04-2023,462,N665AW,DFW,17:06,16:59,-7
AA,10-04-2023,2059,N737US,CLT,18:16,18:06,-10
AA,10-04-2023,2418,N737US,CLT,07:00,07:00,0
AA,10-05-2022,463,N801AW,CLT,14:22,14:33,11
AA,10-05-2022,2988,N8009T,CLT,07:00,08:18,78
AA,10-05-2023,364,N4032T,CLT,14:35,14:30,-5
AA,10-05-2023,884,N650AW,DFW,16:52,16:45,-7
AA,10-05-2023,1523,N9012,MIA,16:46,19:06,140
AA,10-05-2023,2418,N717UW,CLT,07:01,06:56,-5
AA,10-06-2022,463,N700UW,CLT,14:22,14:17,-5
AA,10-06-2022,2988,N93003,CLT,06:20,06:18,-2
AA,10-06-2023,364,N604AW,CLT,14:35,14:45,10
AA,10-06-2023,884,N665AW,DFW,16:52,16:51,-1
AA,10-06-2023,1523,N9026C,MIA,16:46,16:42,-4
AA,10-06-2023,2418,N757UW,CLT,07:01,07:04,3
AA,10-07-2022,463,N723UW,CLT,14:22,14:17,-5
AA,10-07-2022,2988,N93003,CLT,06:20,06:30,10
AA,10-07-2023,364,N664AW,CLT,14:35,14:29,-6
AA,10-07-2023,884,N654AW,DFW,16:52,16:52,0
AA,10-07-2023,2418,N744P,CLT,07:01,07:31,30
AA,10-08-2022,463,N740UW,CLT,14:27,14:24,-3
AA,10-08-2022,2988,N9013A,CLT,06:20,06:18,-2
AA,10-08-2023,364,N655AW,CLT,14:35,16:24,109
AA,10-08-2023,884,N660AW,DFW,16:52,08:39,947
AA,10-08-2023,1523,N806AW,MIA,16:46,19:55,189
AA,10-08-2023,2418,N740UW,CLT,07:01,07:02,1
AA,10-09-2022,463,N810AW,CLT,14:22,14:44,22
AA,10-09-2022,2988,N93003,CLT,06:20,08:11,111
AA,10-09-2023,364,N127UW,CLT,14:35,14:28,-7
AA,10-09-2023,884,N657AW,DFW,16:52,16:47,-5
AA,10-09-2023,1523,N9023N,MIA,16:46,19:50,184
AA,10-09-2023,2418,N708UW,CLT,07:01,06:59,-2
AA,10-10-2022,463,N722US,CLT,14:22,14:16,-6
